Geneid	Chr	Start	End	Strand	Length	...data.ly_2024.ribo.chx.SRR24230465Aligned.sortedByCoord.out.bam	...data.ly_2024.ribo.chx.SRR24230467Aligned.sortedByCoord.out.bam	...data.ly_2024.ribo.chx.SRR24230469Aligned.sortedByCoord.out.bam	...data.ly_2024.ribo.chx.SRR24230471Aligned.sortedByCoord.out.bam	...data.ly_2024.ribo.chx.SRR24230480Aligned.sortedByCoord.out.bam	...data.ly_2024.ribo.chx.SRR24230482Aligned.sortedByCoord.out.bam	...data.ly_2024.ribo.har.SRR24230464Aligned.sortedByCoord.out.bam	...data.ly_2024.ribo.har.SRR24230468Aligned.sortedByCoord.out.bam	...data.ly_2024.ribo.har.SRR24230470Aligned.sortedByCoord.out.bam	...data.ly_2024.ribo.har.SRR24230481Aligned.sortedByCoord.out.bam	...data.ly_2024.ribo.har.SRR24230483Aligned.sortedByCoord.out.bam	...data.ly_2024.ribo.har.SRR24230485Aligned.sortedByCoord.out.bam	...data.ly_2024.rna.chx.SRR24230462Aligned.sortedByCoord.out.bam	...data.ly_2024.rna.chx.SRR24230466Aligned.sortedByCoord.out.bam	...data.ly_2024.rna.chx.SRR24230472Aligned.sortedByCoord.out.bam	...data.ly_2024.rna.chx.SRR24230474Aligned.sortedByCoord.out.bam	...data.ly_2024.rna.chx.SRR24230477Aligned.sortedByCoord.out.bam	...data.ly_2024.rna.chx.SRR24230479Aligned.sortedByCoord.out.bam	...data.ly_2024.rna.har.SRR24230463Aligned.sortedByCoord.out.bam	...data.ly_2024.rna.har.SRR24230473Aligned.sortedByCoord.out.bam	...data.ly_2024.rna.har.SRR24230475Aligned.sortedByCoord.out.bam	...data.ly_2024.rna.har.SRR24230476Aligned.sortedByCoord.out.bam	...data.ly_2024.rna.har.SRR24230478Aligned.sortedByCoord.out.bam	...data.ly_2024.rna.har.SRR24230484Aligned.sortedByCoord.out.bam
72872	ENSG00000111052.8	chr12	80792940	80792963	-	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
30501	ENSG00000162852.14	chr1	246668152	246668181	+	30	0	0	0	0	0	0	0	0	0	0	0	0	3	2	2	3	3	4	2	4	2	3	2	2
179872	ENSG00000132793.12	chr20	41359701	41359883	+	183	0	0	0	0	0	0	0	1	0	0	0	0	2	2	1	3	0	0	5	2	0	3	2	1
40132	ENSG00000052749.15	chr10	97409573	97409785	-	213	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
190067	ENSG00000159307.20	chr22	43198577	43198582	-	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
38659	ENSG00000026103.25	chr10	89027107	89027151	+	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
75866	ENSG00000136045.12	chr12	107685856	107685873	+	18	224	124	134	178	129	63	273	304	351	491	424	298	3	7	3	3	4	13	4	3	2	9	12	11
105307	ENSG00000166192.15	chr15	72142881	72142892	+	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
200796	ENSG00000206530.11	chr3	113290587	113290610	-	24	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
254155	ENSG00000178425.14	chr6	116249078	116249110	+	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
148065	ENSG00000105372.8	chr19	41860775	41871377	+	10603	25865	17889	26356	31206	34653	24882	12722	17305	34643	41681	29203	25816	2057	3278	2039	3048	2794	4959	2010	2297	2136	2514	3035	3855
287129	ENSG00000044459.15	chr9	17502862	17502903	+	42	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	5	0	0	1	0	1	1
167041	ENSG00000136546.17	chr2	166486912	166486958	-	47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
294170	ENSG00000138835.24	chr9	113460257	113596953	+	136697	864	545	319	370	520	480	523	708	878	1197	580	526	512	927	395	525	164	477	613	454	658	507	229	283
112215	ENSG00000103544.17	chr16	19706688	19706693	+	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	2	0	0	0	1
68752	ENSG00000205327.3	chr12	55492378	55493316	+	939	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
40442	ENSG00000014919.13	chr10	99712153	99712203	-	51	0	0	0	0	0	0	0	0	2	0	0	0	0	2	2	3	4	5	4	3	2	2	3	3
106956	ENSG00000103811.18	chr15	78949514	78949552	-	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
40724	ENSG00000119906.13	chr10	100964375	100964407	+	33	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	1	1	0	1	0
96105	ENSG00000140093.10	chr14	94282454	94282492	-	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
285852	ENSG00000178685.14	chr8	144012644	144012664	-	21	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
201059	ENSG00000151577.14	chr3	114176147	114176158	-	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
248860	ENSG00000146085.8	chr6	49431728	49459476	-	27749	326	252	86	71	561	534	196	299	240	1174	132	580	61	106	46	71	71	154	64	73	93	70	89	98
9610	ENSG00000152760.10	chr1	66778286	66778356	+	71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
177603	ENSG00000149346.15	chr20	10626349	10626381	+	33	0	0	0	0	0	2	0	0	0	0	0	0	0	2	1	1	0	2	0	1	0	0	0	1
250628	ENSG00000196586.17	chr6	75917498	75917515	+	18	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	2	0	0	0	0
287520	ENSG00000188921.14	chr9	21005330	21005344	-	15	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
99751	ENSG00000171262.11	chr15	38486033	38486089	+	57	0	0	0	0	0	0	0	2	0	3	1	6	7	10	4	10	10	27	2	8	4	6	15	4
82827	ENSG00000136156.15	chr13	48267450	48267472	+	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
27289	ENSG00000174606.14	chr1	212993529	212993543	-	15	0	0	0	0	0	0	0	0	0	0	0	3	1	0	1	2	0	2	0	1	1	3	1	0
196610	ENSG00000164088.18	chr3	52250001	52250078	+	78	0	0	0	0	0	0	0	0	3	3	0	0	1	4	2	2	1	2	5	0	0	0	2	0
68573	ENSG00000170605.7	chr12	55131537	55131569	+	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
210832	ENSG00000185818.8	chr4	2065094	2065123	+	30	0	0	0	0	0	0	0	0	0	0	0	0	8	3	1	8	1	1	3	9	4	1	3	3
258739	ENSG00000130368.7	chr6	159913933	159913953	+	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
271068	ENSG00000128595.17	chr7	128771101	128771121	+	21	0	1	3	3	0	0	0	0	0	0	2	0	10	24	8	17	20	30	10	14	17	16	20	25
51074	ENSG00000166840.14	chr11	58956111	58956131	+	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
254985	ENSG00000146352.13	chr6	123072046	123072054	+	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
124895	ENSG00000205045.13	chr17	35467681	35467695	-	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
55483	ENSG00000150687.12	chr11	86800568	86800609	+	42	3876	2650	3598	3712	1598	612	3347	4076	7090	5517	5143	3562	46	73	49	66	56	58	44	43	56	68	42	56
56227	ENSG00000263465.5	chr11	95071114	95071198	+	85	0	0	0	0	0	0	0	0	0	0	0	3	2	1	1	0	0	5	3	0	1	1	1	0
200316	ENSG00000163519.14	chr3	108854278	108854331	+	54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
96808	ENSG00000182218.10	chr14	99676858	99676884	+	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
251761	ENSG00000118412.13	chr6	89829987	89829998	+	12	2	2	3	0	12	6	7	12	5	64	5	38	0	1	0	2	0	0	0	3	0	1	3	2
153384	ENSG00000171865.10	chr2	3545785	3558260	-	12476	638	443	480	468	924	813	228	336	760	1077	503	715	158	224	100	189	109	263	159	160	168	165	132	178
290833	ENSG00000189357.9	chr9	81934313	81934504	+	192	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
82436	ENSG00000174032.17	chr13	45395848	45395959	-	112	0	0	2	0	1	0	0	0	0	0	0	2	0	5	4	5	1	4	8	2	9	2	4	3
60104	ENSG00000154144.13	chr11	124632769	124632794	+	26	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	3	2	1	0	0	0	1
191662	ENSG00000196639.7	chr3	11262346	11262354	+	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
251034	ENSG00000013375.17	chr6	83161211	83191268	-	30058	463	357	197	221	1035	1078	200	339	470	1395	298	687	108	221	117	186	160	384	144	149	173	194	257	262
10839	ENSG00000137941.17	chr1	83865386	83865394	-	9	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0
274939	ENSG00000104626.15	chr8	9096784	9099881	+	3098	0	0	0	1	2	0	0	0	0	0	0	0	0	1	0	0	0	1	1	1	1	0	1	1
61922	ENSG00000111262.6	chr12	4918106	4918140	+	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
105069	ENSG00000140332.18	chr15	70049553	70050012	-	460	0	2	8	9	8	7	4	3	17	19	9	25	66	89	57	68	48	106	59	48	72	57	54	71
176546	ENSG00000088881.22	chr20	2759412	2759432	+	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
286560	ENSG00000107036.12	chr9	5774321	5774329	+	9	0	0	0	0	1	2	0	0	0	2	0	1	0	0	2	0	0	0	2	2	0	3	2	2
148236	ENSG00000170848.16	chr19	42902313	42902363	-	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
62087	ENSG00000111667.14	chr12	6866226	6866616	+	391	0	0	3	2	3	15	1	2	9	17	13	35	34	59	27	50	58	160	41	38	46	54	79	96
281143	ENSG00000076641.4	chr8	80974609	80974647	-	39	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	2	0	3	3	0	3
163847	ENSG00000115112.8	chr2	121222959	121223029	-	71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
28409	ENSG00000154380.19	chr1	225497003	225497008	-	6	0	0	0	2	1	0	0	1	1	1	0	3	2	7	2	6	5	19	2	7	5	6	8	4
214618	ENSG00000163069.13	chr4	52021853	52021867	-	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	2	0	0	0	0	1
98760	ENSG00000284906.3	chr15	30770222	30770263	+	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
60761	ENSG00000120457.12	chr11	128920862	128920939	+	78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
179475	ENSG00000149636.16	chr20	36752573	36752638	-	66	0	0	0	0	1	1	1	0	0	3	2	9	4	8	3	3	7	22	3	2	4	3	6	9
266010	ENSG00000186088.16	chr7	77311027	77311032	-	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
185624	ENSG00000184900.16	chr21	44806837	44806887	-	51	0	3	6	4	7	6	3	6	2	82	7	86	23	38	17	30	45	73	18	19	24	20	50	45
84278	ENSG00000178695.6	chr13	76881733	76881741	-	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
99850	ENSG00000166073.12	chr15	39800155	39800166	-	12	0	0	0	0	0	0	0	0	0	0	0	3	0	1	0	0	1	2	2	3	0	0	2	1
7536	ENSG00000186118.9	chr1	46673507	46673536	+	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
8317	ENSG00000157193.18	chr1	53244955	53245011	-	57	0	0	0	0	0	0	0	0	0	1	1	0	9	4	1	2	2	1	3	3	2	1	2	3
83354	ENSG00000139668.9	chr13	51766474	51766479	+	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
284170	ENSG00000177570.15	chr8	118196582	118196620	-	39	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	2	0	3	2	2	1	0
37605	ENSG00000108175.19	chr10	79314746	79314793	+	48	0	0	0	0	1	0	0	0	1	0	0	0	1	0	3	5	2	2	0	3	4	2	3	2
289081	ENSG00000204930.10	chr9	35818366	35818413	-	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
111162	ENSG00000179583.21	chr16	10929308	10929370	+	63	0	2	0	0	11	2	0	1	2	0	0	1	3	3	2	8	6	14	2	0	2	2	2	3
93620	ENSG00000133935.7	chr14	75657511	75660871	-	3361	279	181	118	131	180	77	344	351	239	469	232	310	17	18	9	8	11	9	12	6	11	11	14	13
296485	ENSG00000126882.14	chr9	131258973	131258984	-	12	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	1	0	0	4	0
43690	ENSG00000258539.1	chr10	124617790	124617795	-	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
266050	ENSG00000187257.16	chr7	77781412	77781417	+	6	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	0	0	0	0	0	0
155007	ENSG00000138029.14	chr2	26254255	26289953	+	35699	1769	1321	1420	1744	2645	2245	507	787	3017	3335	1860	1876	216	354	201	287	217	516	302	277	294	331	378	429
32563	ENSG00000152465.18	chr10	15106501	15106515	-	15	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	1	0	0	0	0
181977	ENSG00000124172.10	chr20	59030089	59030157	-	69	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	2	0	0	0	0	2	1	0	0
186690	ENSG00000185686.18	chr22	22557365	22557421	-	57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
46678	ENSG00000205339.10	chr11	9447032	9447040	+	9	0	0	0	0	0	1	1	1	0	5	0	8	1	3	5	6	3	28	5	9	5	7	11	2
139845	ENSG00000141759.15	chr18	79971361	79971396	-	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
180601	ENSG00000124140.15	chr20	46059853	46060056	+	204	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0
161996	ENSG00000135953.11	chr2	102715262	102715285	-	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
35215	ENSG00000204147.11	chr10	50739453	50739530	+	78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
160727	ENSG00000144115.18	chr2	88186501	88186518	+	18	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
107814	ENSG00000166503.10	chr15	83131849	83131878	-	30	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
196200	ENSG00000114383.10	chr3	50326121	50328099	-	1979	213	139	91	119	295	245	96	136	194	252	93	154	32	36	25	35	34	107	26	29	32	50	46	55
137986	ENSG00000081923.15	chr18	57647871	57647978	-	108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
132969	ENSG00000141574.8	chr17	82321106	82321198	-	93	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
74464	ENSG00000111145.8	chr12	96268541	96268591	+	51	0	0	0	0	0	0	0	0	0	0	0	1	1	2	0	0	2	7	1	1	1	3	0	1
93504	ENSG00000119638.14	chr14	75084389	75084499	-	111	0	0	1	0	0	1	1	1	0	2	4	0	8	14	16	24	11	31	10	12	9	7	8	14
135935	ENSG00000150477.15	chr18	37223657	37223701	+	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
201243	ENSG00000181722.18	chr3	114331318	114331383	-	66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	1	1	0	0	0
182366	ENSG00000101193.8	chr20	62945576	62945626	+	51	1	1	0	0	0	1	1	0	0	3	1	4	5	8	3	4	8	13	6	2	2	5	3	5
33277	ENSG00000168283.14	chr10	22329796	22329876	+	81	0	0	0	1	2	1	1	0	0	3	6	3	8	5	9	15	8	21	5	6	6	2	9	11
236244	ENSG00000113658.18	chr5	136133617	136133697	+	81	3	0	0	0	1	0	1	0	1	3	1	2	1	2	0	1	0	0	0	0	0	1	0	0
203553	ENSG00000091513.16	chr3	133783634	133783639	+	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
275549	ENSG00000198791.12	chr8	17228105	17228158	-	54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
186420	ENSG00000284130.2	chr22	21008313	21008321	-	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
207531	ENSG00000169760.18	chr3	174290664	174290675	+	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
269953	ENSG00000105967.16	chr7	115938367	115938465	-	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
294405	ENSG00000182752.10	chr9	116401040	116401129	+	90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	1	1	0	1	0
104582	ENSG00000174442.12	chr15	66548409	66548479	+	71	0	1	1	2	1	2	3	4	6	9	6	10	16	34	12	20	14	25	23	19	13	17	16	21
69297	ENSG00000176422.14	chr12	56472278	56472328	+	51	0	0	0	0	0	0	0	0	0	0	0	0	1	4	0	0	0	0	2	2	1	0	0	0
106808	ENSG00000140403.13	chr15	78281223	78281252	+	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
38466	ENSG00000184719.13	chr10	88274303	88274427	-	125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0
79824	ENSG00000132953.18	chr13	20783479	20783508	-	30	0	0	0	0	0	0	0	0	2	5	0	3	2	3	0	3	2	0	2	1	8	5	0	2
233394	ENSG00000145725.21	chr5	103208580	103208585	+	6	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
119575	ENSG00000183688.4	chr17	441991	442118	-	128	1	0	0	0	0	1	0	0	0	0	0	0	0	5	3	2	8	2	1	1	2	0	8	7
121340	ENSG00000213859.8	chr17	7353644	7353661	+	18	0	0	1	0	1	7	2	1	0	7	1	1	0	1	3	1	0	1	0	0	0	1	0	0
17082	ENSG00000163131.12	chr1	150732414	150732422	-	9	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	2	0	1
66642	ENSG00000005175.10	chr12	47662269	47662286	-	18	1	0	0	0	0	0	0	0	0	1	0	3	0	0	0	0	0	2	2	0	1	0	0	3
52071	ENSG00000185670.9	chr11	62748425	62748448	-	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0
228405	ENSG00000112972.16	chr5	43288018	43288104	-	87	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0
78819	ENSG00000139364.11	chr12	125656212	125656235	+	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
155505	ENSG00000213639.11	chr2	28800503	28800529	+	27	0	0	2	1	3	3	2	2	2	18	0	28	15	31	19	23	31	95	36	26	27	28	47	33
11383	ENSG00000183291.18	chr1	86914235	86914267	-	33	18	11	5	15	11	12	34	62	37	43	31	41	0	0	0	1	3	0	0	2	0	0	0	1
73920	ENSG00000173598.14	chr12	93403775	93403807	+	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0
93976	ENSG00000100580.8	chr14	77341663	77341677	-	15	1	0	0	0	0	2	0	0	0	2	0	0	0	1	0	0	9	6	0	3	1	0	5	0
112082	ENSG00000205730.7	chr16	19118907	19118921	+	15	0	0	0	0	0	0	0	0	4	0	0	5	5	9	3	8	4	14	11	6	3	5	7	1
6915	ENSG00000117385.16	chr1	42767025	42767084	-	60	1	0	0	0	0	0	0	3	2	5	4	1	0	0	0	0	0	0	0	0	1	0	0	0
77436	ENSG00000171435.15	chr12	117459818	117459989	-	172	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6593	ENSG00000117016.10	chr1	40626361	40626408	-	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0
306236	ENSG00000175556.18	chrX	119020221	119020241	+	21	1	0	0	0	0	1	0	0	0	0	0	0	0	4	0	0	0	0	4	0	3	3	2	2
179715	ENSG00000101438.4	chr20	38724587	38724634	+	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
244702	ENSG00000026950.17	chr6	26414018	26414029	+	12	0	0	0	0	0	0	0	0	0	0	0	0	1	3	2	1	1	0	0	0	0	1	2	0
282601	ENSG00000147649.10	chr8	97726670	97726912	+	243	0	0	3	0	0	0	0	0	0	1	0	0	6	14	7	10	3	27	8	7	5	6	16	12
294714	ENSG00000119396.12	chr9	121178521	121178553	-	33	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0
85843	ENSG00000134884.15	chr13	106543695	106543703	-	9	0	0	0	1	0	0	0	0	0	0	0	0	0	3	1	2	6	14	4	1	2	2	6	6
291657	ENSG00000185963.14	chr9	92713022	92713039	-	18	0	0	0	0	0	0	0	0	0	3	0	0	3	5	3	1	2	6	5	2	2	3	2	4
299480	ENSG00000130741.11	chrX	24077777	24077882	+	106	0	1	8	4	4	8	6	4	12	38	10	58	69	109	67	112	104	269	76	86	69	104	141	84
247595	ENSG00000124731.14	chr6	41267613	41267630	-	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
255179	ENSG00000135547.9	chr6	125761022	125761042	+	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
141646	ENSG00000167785.9	chr19	8810618	8810712	-	95	0	0	0	0	0	1	0	1	0	0	0	1	2	0	1	1	1	2	1	3	0	1	1	3
253113	ENSG00000112333.12	chr6	108188179	108188205	+	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
277493	ENSG00000156687.11	chr8	35793591	35793706	+	116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
277466	ENSG00000156687.11	chr8	35791583	35791618	+	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
143574	ENSG00000186529.16	chr19	15659908	15659922	+	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
76029	ENSG00000110880.11	chr12	108646477	108646503	-	27	0	0	3	0	0	1	0	0	0	0	0	2	4	10	2	10	9	18	9	10	8	9	8	9
299788	ENSG00000189186.11	chrX	27712622	27712633	+	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8346	ENSG00000058804.12	chr1	53766365	53766373	-	9	0	0	0	1	0	0	0	1	1	2	2	1	3	7	1	8	3	18	5	5	4	9	6	3
263410	ENSG00000002746.15	chr7	43112859	43112888	+	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
131297	ENSG00000123700.5	chr17	70179209	70179322	+	114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
233562	ENSG00000151422.14	chr5	109189230	109189241	+	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	1	1	0	0
212366	ENSG00000163138.19	chr4	20728688	20728850	+	163	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	3
124384	ENSG00000010244.19	chr17	32380518	32380682	+	165	0	0	0	0	0	0	0	0	2	0	0	1	3	8	0	5	1	0	2	4	6	3	1	0
63588	ENSG00000273079.7	chr12	13545887	13545898	-	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
204829	ENSG00000188582.10	chr3	142960772	142960807	-	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
16212	ENSG00000186141.10	chr1	145844133	145844243	+	111	0	0	0	0	0	0	0	0	0	0	0	0	1	2	1	0	0	0	0	1	1	0	0	0
160842	ENSG00000289685.2	chr2	95123737	95123754	-	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
20009	ENSG00000158864.13	chr1	161199414	161199516	+	103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
49588	ENSG00000166352.18	chr11	36674054	36674071	+	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10130	ENSG00000132485.14	chr1	71063368	71063379	-	12	0	0	0	0	1	0	0	1	2	0	0	5	2	3	2	3	4	16	1	5	5	2	11	9
247024	ENSG00000112081.18	chr6	36603539	36603565	+	27	0	0	1	0	0	0	0	0	0	0	0	1	1	3	0	0	0	5	0	0	1	2	2	0
203270	ENSG00000196455.8	chr3	130746613	130746633	-	21	15	14	6	10	6	9	45	62	56	90	60	43	0	0	3	3	0	4	0	1	1	4	0	0
90964	ENSG00000131951.12	chr14	60066217	60066276	+	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
68892	ENSG00000123353.10	chr12	55821585	55821737	+	153	0	0	0	0	1	0	0	0	0	0	2	0	2	1	0	0	3	12	0	0	3	1	5	0
133106	ENSG00000141560.15	chr17	82727580	82727603	+	24	0	0	0	0	1	2	0	0	1	1	0	1	1	2	4	1	2	10	2	1	4	3	6	6
67181	ENSG00000161791.14	chr12	49639286	49639297	-	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
281494	ENSG00000085719.13	chr8	86560081	86560092	+	12	0	0	0	0	0	0	0	0	0	0	0	0	2	5	4	6	3	22	2	6	1	5	5	14
216464	ENSG00000109321.11	chr4	74445346	74454940	+	9595	40	38	36	28	16	11	12	22	57	16	29	15	2	7	9	5	3	2	6	6	1	5	1	4
272455	ENSG00000006459.11	chr7	140086145	140086159	-	15	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	3	0
